method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10
baseline_tfidf,0.2813333333333333,0.4004766597938976,0.30591327188433276,0.3023784410028705,0.454638732617823,0.7378730158730159
embedding_lsa,0.2791111111111111,0.395674742997244,0.30328094381311105,0.30260368614739136,0.4521787963319613,0.7441340388007054
