top_k_neighbors,min_similarity,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10,runtime_seconds,represented_terms,representation_coverage,retained_neighbor_edges,avg_neighbors_per_term
5,0.05,0.24133333333333337,0.36043892837317276,0.26753892198521173,0.26161947464929886,0.4137811580120084,0.680694885361552,357.00138425827026,1218,0.3576042278332355,3436,1.3846153846153846
10,0.05,0.22844444444444476,0.3380437512917212,0.25235196047483516,0.24691686748636293,0.3960451609514741,0.6575291005291004,4.5748772621154785,1218,0.3576042278332355,4880,2.1415149735760424
