n_components,top_k_neighbors,min_similarity,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10,runtime_seconds,represented_terms,representation_coverage,retained_neighbor_edges,avg_neighbors_per_term
150,10,0.05,0.2866666666666667,0.41579663498640046,0.3143217977231621,0.3024990410411805,0.44461084162776887,0.6848730158730155,13.051485061645508,3406,1.0,24464,10.0
250,10,0.05,0.2844444444444445,0.4112258608202918,0.31185964362898116,0.30185177387976075,0.4457782150591763,0.6964091710758377,17.86229658126831,3406,1.0,24060,10.0
