a,a_label,n_components,vector_size,embedding_source_label,model_coverage,avg_in_vocab_tokens_per_doc,avg_in_vocab_tokens_per_query,zero_vector_docs,zero_vector_queries,precision_at_10,recall_at_10,fscore_at_10,map_at_10,ndcg_at_10,mrr_at_10
0.0001,1e-04,1,50,glove-wiki-gigaword-50,0.4564816129490274,60.604285714285716,6.337777777777778,2,0,0.05422222222222217,0.08620986024639271,0.06220922077374047,0.05249887210196235,0.09631523641414223,0.18741798941798946
0.001,1e-03,2,50,glove-wiki-gigaword-50,0.4564816129490274,60.604285714285716,6.337777777777778,2,0,0.07244444444444438,0.10492420147324238,0.07975770272426563,0.06576909401617229,0.1262947183999868,0.2663509700176367
0.01,1e-02,2,50,glove-wiki-gigaword-50,0.4564816129490274,60.604285714285716,6.337777777777778,2,0,0.08711111111111117,0.12854717492920045,0.09603269598721835,0.07182516557099844,0.1447382865233125,0.28813580246913595
