method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10,runtime_seconds
baseline_tfidf,0.28311111111111126,0.40937964388315623,0.30986622378540024,0.3060628165782077,0.4611320915388798,0.7460970017636687,0.0535891056060791
sif_embeddings,0.08711111111111117,0.12854717492920045,0.09603269598721835,0.07182516557099844,0.1447382865233125,0.28813580246913595,10.535497665405273
