method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10
baseline_tfidf,0.2813333333333333,0.4004766597938976,0.30591327188433276,0.3023784410028705,0.454638732617823,0.7378730158730159
embedding_lsa,0.2786666666666667,0.3981690499248842,0.30403311614211875,0.3014725043035528,0.4507353027566618,0.7365114638447972
