method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10,runtime_seconds
baseline_tfidf,0.28311111111111126,0.40937964388315623,0.30986622378540024,0.3060628165782077,0.4611320915388798,0.7460970017636687,0.08253955841064453
soft_cosine_word2vec,0.2755555555555557,0.3989574268948705,0.30211209726495103,0.2917453773876587,0.4371874467674942,0.7018112874779541,211.4507279396057
