top_concepts,top_k_neighbors,min_similarity,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10,runtime_seconds,represented_terms,representation_coverage,retained_neighbor_edges,avg_neighbors_per_term
25,10,0.0,0.2804444444444446,0.4089624467574755,0.30851168081431585,0.3067363678897633,0.45577936382034206,0.7173280423280419,6.2182769775390625,3405,1.0,24306,10.0
50,10,0.0,0.2848888888888889,0.4131088569424821,0.3124527189051948,0.30748830426257906,0.4549142179885928,0.7167072310405643,5.668907642364502,3405,1.0,24246,10.0
