method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10,runtime_seconds
baseline_tfidf,0.28311111111111126,0.40937964388315623,0.30986622378540024,0.3060628165782077,0.4611320915388798,0.7460970017636687,0.19909167289733887
unordered_local_context_bow,0.29377777777777786,0.4251484499270912,0.3214953779731081,0.3297117915646946,0.4883179837818228,0.7779241622574954,379.84785771369934
