method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10
baseline_tfidf,0.2813333333333333,0.4004766597938976,0.30591327188433276,0.3023784410028705,0.454638732617823,0.7378730158730159
embedding_lsa,0.27955555555555556,0.39929840822090923,0.30480855175463417,0.3022122071821794,0.4514035220800018,0.7375485008818342
