method,precision@10,recall@10,fscore@10,map@10,ndcg@10,mrr@10
baseline_tfidf,0.2813333333333333,0.4004766597938976,0.30591327188433276,0.3023784410028705,0.454638732617823,0.7378730158730159
embedding_lsa,0.27644444444444444,0.3959033377741146,0.30197979175138623,0.30121031609479076,0.4489198795622936,0.7304850088183422
