vector_size,window,sg_label,epochs,model_coverage,avg_in_vocab_tokens_per_doc,avg_in_vocab_tokens_per_query,zero_vector_docs,zero_vector_queries,precision_at_10,recall_at_10,fscore_at_10,map_at_10,ndcg_at_10,mrr_at_10
50,5,skipgram,20,1.0,93.21214285714285,10.03111111111111,2,0,0.20800000000000024,0.2999359582237418,0.2275952960008243,0.19836513321830543,0.32844565051195207,0.5781128747795413
100,5,skipgram,20,1.0,93.21214285714285,10.03111111111111,2,0,0.22977777777777808,0.33325477911647466,0.251917175458694,0.22298601957287464,0.3648888265822556,0.612700176366843
150,5,skipgram,20,1.0,93.21214285714285,10.03111111111111,2,0,0.22844444444444476,0.33182327821770924,0.25077024800785036,0.22125204412067825,0.3660268087031879,0.6181181657848325
